FILE	CELL	AREA_cell	AREA_nuc	N_total	N_thres_Total	N_thres_Nuc
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_71	5500	0	3	2	2
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_72	5461	0	1	1	1
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_73	5687.5	0	2	2	2
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_74	6233.5	0	2	2	2
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_75	15875	0	2	1	1
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_76	3677	0	2	2	2
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_77	75673.5	0	7	7	7
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_78	54292.5	0	5	5	5
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_79	58245.5	0	2	2	2
root13_con_nrt1-aligned_ch3_outline.txt	Cell_CP_80	51610.5	0	4	4	4
