FILE	CELL	AREA_cell	AREA_nuc	N_total	N_thres_Total	N_thres_Nuc
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_20	20632.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_21	24719	3969	1	1	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_22	116220	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_23	9247	2886.5	2	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_24	14367	6769	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_25	12663	3965	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_26	8278.5	3610	2	1	1
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_27	12914	1147	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_28	20025.5	9897	4	3	3
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_29	18529.5	7129.5	2	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_30	21071.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_31	33071	9982.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_32	11339.5	0	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_33	6660.5	1702.5	2	2	2
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_34	14771	4717.5	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_35	52484	16365.5	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_36	7977.5	1975	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_37	21834.5	6684	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_38	6800	2669.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_39	8712.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_40	21978	0	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_41	10901	5211.5	1	1	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_42	8197	3319.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_43	22090.5	9164.5	2	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_44	14487.5	5465.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_45	72938	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_46	5637.5	1483	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_47	66593	8599	3	3	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_48	18068	9635.5	3	1	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_49	11418.5	2258	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_50	7245.5	2265	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_51	10031.5	3197	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_52	13390.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_53	16098	4963.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_54	14178.5	6142.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_55	19270	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_56	22748.5	3608	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_57	26239	0	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_58	99114.5	27081	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_59	19022.5	0	1	1	1
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_60	86199.5	13652	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_61	17613.5	3290.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_62	21692	7820.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_63	83885	11401	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_64	32790	8805	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_65	28800	9350.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_66	79711	10902.5	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_67	100895	18279.5	4	1	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_68	129008	21680.5	3	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_69	71912	0	2	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_70	60696.5	18483	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_71	10096	4399	2	2	2
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_72	29406.5	9383	1	1	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_73	76916.5	14814	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_74	56453.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_75	9899.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_76	45110.5	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_77	110652	22732.5	4	3	3
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_78	19371	0	1	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_79	4486	0	0	0	0
root11_CON_PP2A_asSOFL1_3_1_ch1_scaled_outline.txt	Cell_CP_80	10049	0	0	0	0
